stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;sre000m0;tre200mn;tre200mx;ure200m0
GRH;198112;-;265;88;787.4;498.7;-7.5;-;-19.7;1.2;85.0
GRH;198201;-;371;55;800.9;331.6;-4.6;-;-15.6;6.3;66.9
GRH;198202;-;395;45;800.6;66.4;-5.3;-;-19.1;5.8;65.9
GRH;198203;-;434;73;799.1;262.0;-5.5;-;-14.6;6.6;76.5
GRH;198204;-;394;60;799.6;101.8;-1.8;-;-11.0;9.8;68.4
GRH;198205;-;327;49;805.8;85.3;3.4;-;-8.8;16.9;60.8
GRH;198206;-;69;69;805.3;161.8;7.6;-;-0.6;17.2;71.0
GRH;198207;-;0;53;808.0;199.0;10.4;-;3.0;21.6;68.5
GRH;198208;-;0;69;806.5;182.5;9.1;-;-0.2;20.9;82.4
GRH;198209;-;0;48;808.4;94.3;9.6;-;-1.7;22.2;71.0
GRH;198210;-;16;56;801.3;157.8;2.5;-;-5.0;13.5;71.5
GRH;198211;-;22;50;802.3;127.5;-0.2;-;-9.6;13.4;67.5
GRH;198212;-;58;63;798.4;171.5;-4.8;-;-17.2;3.5;73.5
GRH;198301;-;143;56;808.9;422.7;-3.7;-;-14.2;5.8;64.0
GRH;198302;-;242;49;796.3;159.4;-7.8;-;-18.0;3.4;66.0
GRH;198303;-;268;53;800.5;139.7;-2.7;-;-14.5;9.0;66.7
GRH;198304;-;310;84;796.9;203.6;-0.9;-;-10.3;10.2;73.7
GRH;198305;-;271;74;798.4;313.7;1.5;-;-4.2;12.5;72.8
GRH;198306;-;99;65;807.5;79.5;7.3;-;-2.2;18.0;61.4
GRH;198307;-;0;36;809.7;33.2;13.3;-;1.8;25.5;48.6
GRH;198308;-;0;65;807.1;99.3;9.6;-;0.0;20.3;65.3
GRH;198309;-;0;55;807.2;143.0;8.4;-;-1.0;21.2;58.0
GRH;198310;-;2;36;808.0;104.3;4.8;-;-3.8;19.0;59.6
GRH;198311;-;7;31;801.6;193.6;1.2;-;-9.2;12.3;60.5
GRH;198312;-;65;49;800.4;158.3;-4.0;-;-15.0;10.1;56.5
GRH;198401;-;167;73;796.4;335.0;-7.1;-;-18.2;4.6;70.6
GRH;198402;-;255;55;797.4;308.6;-8.2;-;-17.1;1.7;65.9
GRH;198403;-;249;45;795.5;123.9;-6.4;-;-19.4;3.3;63.6
GRH;198404;-;272;48;799.8;99.2;-2.0;-;-14.5;13.0;60.9
GRH;198405;-;190;85;794.6;138.1;0.7;-;-7.3;10.8;73.1
GRH;198406;-;84;63;805.0;108.8;5.9;-;-2.0;18.2;63.4
GRH;198407;-;0;56;808.5;116.2;9.2;-;-0.4;23.2;61.5
GRH;198408;-;0;63;806.9;116.0;8.9;-;4.0;18.7;65.4
GRH;198409;-;5;69;801.1;247.2;4.9;-;-2.8;20.6;67.8
GRH;198410;-;9;53;805.5;98.2;4.1;-;-2.8;15.7;52.8
GRH;198411;-;16;53;799.0;85.4;1.8;-;-6.3;15.0;58.7
GRH;198412;-;65;50;803.6;113.9;-3.9;-;-16.5;7.5;55.1
GRH;198501;-;154;60;790.8;206.1;-10.6;-;-26.3;1.8;72.2
GRH;198502;-;215;56;799.7;182.9;-4.5;-;-16.9;7.2;68.5
GRH;198503;-;243;63;795.8;196.2;-5.4;-;-15.4;7.4;65.2
GRH;198504;-;266;65;798.1;209.9;-1.2;-;-11.2;9.5;64.7
GRH;198505;-;252;68;799.0;190.6;3.0;-;-6.3;15.5;61.6
GRH;198506;-;48;70;803.5;183.8;5.4;-;-4.0;18.7;64.7
GRH;198507;-;0;49;808.5;105.7;11.3;-;3.6;23.5;54.1
GRH;198508;-;0;54;807.0;153.8;9.7;-;-1.5;22.5;51.6
GRH;198509;-;0;31;810.2;44.1;9.9;-;0.2;20.4;43.6
GRH;198510;-;0;29;808.9;4.1;6.4;-;0.4;20.5;58.2
GRH;198511;-;32;63;795.7;185.0;-4.5;-;-12.4;10.0;62.4
GRH;198512;-;51;38;802.2;39.7;-2.1;-;-16.2;9.0;43.7
GRH;198601;-;167;78;794.0;588.8;-7.7;2262;-18.5;5.0;84.7
GRH;198602;-;243;45;789.7;47.6;-10.1;7560;-25.9;-0.7;74.7
GRH;198603;-;241;55;798.9;195.3;-3.7;9210;-12.7;4.9;79.8
GRH;198604;-;385;90;794.8;325.7;-3.1;2070;-14.0;3.3;96.6
GRH;198605;-;258;63;806.4;155.0;4.6;8406;-5.1;13.6;79.9
GRH;198606;-;82;56;805.6;143.5;7.0;11904;-4.9;19.5;79.9
GRH;198607;-;0;63;807.9;140.8;8.7;8832;1.7;19.8;81.6
GRH;198608;-;0;60;806.5;137.4;8.8;9186;-2.0;19.6;80.0
GRH;198609;-;0;44;808.4;61.4;8.1;7686;0.8;16.5;73.3
GRH;198610;-;2;35;806.8;87.3;4.6;8568;-6.4;18.2;74.0
GRH;198611;-;16;44;806.3;99.6;0.1;4638;-7.5;8.4;68.1
GRH;198612;-;76;64;802.2;423.7;-4.4;2928;-16.7;5.5;72.5
GRH;198701;-;211;44;795.5;275.6;-6.8;4254;-29.0;4.6;74.5
GRH;198702;-;214;65;795.7;244.6;-5.0;3288;-14.0;4.7;77.4
GRH;198703;-;298;70;796.8;274.0;-6.8;5880;-15.5;2.4;84.4
GRH;198704;-;281;53;802.5;181.6;0.0;9678;-14.1;10.3;77.5
GRH;198705;-;260;74;800.4;312.4;0.7;5940;-7.3;11.2;85.3
GRH;198706;-;153;73;804.4;250.0;4.9;6312;-1.8;22.5;84.9
GRH;198707;-;2;70;806.3;172.6;9.2;6438;0.0;19.5;84.1
GRH;198708;-;0;58;806.6;185.4;9.4;8460;-0.2;23.6;81.8
GRH;198709;-;0;49;808.5;79.3;9.7;8304;-0.9;20.9;78.9
GRH;198710;-;1;63;803.5;164.6;5.0;4386;-3.1;14.1;77.9
GRH;198711;-;40;65;799.9;198.9;-1.4;2958;-11.4;11.1;82.2
GRH;198712;-;63;45;803.3;67.6;-0.7;4392;-11.3;7.8;67.7
GRH;198801;-;78;66;797.5;166.1;-3.3;1860;-12.5;4.4;85.2
GRH;198802;-;171;65;796.4;268.7;-5.6;2100;-13.0;5.0;82.5
GRH;198803;-;325;83;795.6;671.4;-4.2;636;-14.6;8.6;82.1
GRH;198804;-;387;61;799.4;84.9;2.9;1728;-6.0;15.6;73.0
GRH;198805;-;207;71;801.1;96.4;5.9;2652;-0.6;17.1;76.1
GRH;198806;-;47;73;802.9;164.6;7.7;3228;-2.1;17.5;74.7
GRH;198807;-;0;56;806.8;141.5;10.7;8778;1.0;22.0;73.8
GRH;198808;-;0;61;806.5;134.8;10.4;8070;0.6;21.0;75.6
GRH;198809;-;1;60;806.9;108.7;6.7;6900;-2.2;15.6;79.8
GRH;198810;-;1;55;805.3;218.6;5.5;5280;-4.5;16.1;72.9
GRH;198811;-;12;43;803.3;96.6;-0.7;4122;-16.3;8.8;65.2
GRH;198812;-;112;63;804.7;341.6;-4.1;3024;-12.3;5.7;76.7
GRH;198901;-;112;18;811.4;9.7;-1.7;6612;-9.6;8.3;49.3
GRH;198902;-;125;53;803.0;125.4;-2.4;3870;-10.2;5.1;72.7
GRH;198903;-;191;48;801.8;154.7;-1.0;4050;-11.7;9.4;69.0
GRH;198904;-;243;86;794.3;309.3;-1.9;444;-10.2;5.3;87.1
GRH;198905;272;160;48;805.4;84.7;4.8;11515;-7.0;14.3;72.6
GRH;198906;253;6;63;804.1;72.4;5.9;10125;-2.9;18.0;78.3
GRH;198907;201;0;69;808.3;153.5;9.9;8487;2.2;21.5;80.4
GRH;198908;204;1;56;805.7;153.4;9.4;11071;-1.1;19.7;77.7
GRH;198909;127;0;61;805.9;98.7;6.3;6886;-2.7;17.3;80.9
GRH;198910;120;17;35;806.8;121.5;4.3;10109;-6.6;14.4;64.6
GRH;198911;70;15;35;800.0;82.5;-0.7;6344;-10.9;11.3;57.8
GRH;198912;53;32;33;799.5;96.0;-1.1;5169;-9.1;6.8;46.0
GRH;199001;68;49;30;804.9;33.8;-3.8;6449;-10.1;5.4;50.6
GRH;199002;95;122;51;801.8;297.8;-1.1;5826;-10.7;6.7;63.7
GRH;199003;169;161;53;808.7;118.0;-1.2;8670;-12.7;9.9;62.9
GRH;199004;188;183;78;797.3;176.5;-1.8;3403;-8.4;8.9;82.1
GRH;199005;247;64;60;805.2;101.8;5.5;10996;-1.6;14.6;74.0
GRH;199006;202;1;70;803.5;166.2;6.6;7756;-2.1;21.0;82.3
GRH;199007;241;0;55;807.9;85.2;9.9;12536;0.2;20.5;75.8
GRH;199008;207;0;46;809.0;71.7;10.4;12423;2.2;21.7;72.5
GRH;199009;157;0;66;804.9;81.4;6.0;9360;0.0;17.3;79.0
GRH;199010;85;2;58;801.9;135.0;5.4;5387;-2.0;15.9;68.4
GRH;199011;64;76;64;797.3;251.2;-2.5;3813;-11.9;5.7;73.8
GRH;199012;55;186;51;797.4;172.0;-6.6;4240;-16.5;5.6;71.1
GRH;199101;69;261;41;803.9;119.7;-4.2;5630;-11.7;5.3;62.1
GRH;199102;115;239;45;796.5;35.9;-7.7;7092;-22.2;7.5;66.9
GRH;199103;147;222;69;798.3;83.3;-0.6;5285;-12.3;6.4;74.4
GRH;199104;226;209;64;798.5;162.9;-2.3;7711;-11.8;8.9;73.9
GRH;199105;233;232;70;801.4;247.4;-0.1;6189;-8.7;11.0;82.5
GRH;199106;214;66;73;803.4;198.6;5.7;7561;-2.8;19.2;81.9
GRH;199107;252;0;50;807.0;154.8;11.3;13771;2.4;21.6;75.7
GRH;199108;224;0;46;809.1;54.0;11.4;13303;4.3;23.6;74.1
GRH;199109;147;0;58;806.0;184.6;9.0;8974;-1.0;17.8;75.0
GRH;199110;98;3;54;802.0;90.7;2.5;6955;-8.1;15.5;72.0
GRH;199111;55;32;54;798.9;108.9;-1.8;3591;-10.0;9.7;71.3
GRH;199112;48;75;34;806.4;443.7;-4.0;5061;-12.3;5.9;54.9
GRH;199201;68;146;26;807.5;14.7;-3.1;6330;-16.0;5.4;48.4
GRH;199202;105;235;46;805.3;235.9;-4.1;6408;-16.8;5.5;61.7
GRH;199203;149;283;64;799.4;318.1;-2.9;6504;-12.0;6.9;76.0
GRH;199204;203;357;68;797.7;167.5;-0.9;6383;-10.7;9.5;76.8
GRH;199205;247;226;55;805.0;37.9;5.8;9897;-2.3;16.4;70.5
GRH;199206;192;14;75;801.8;174.4;6.4;5959;-1.1;17.4;81.7
GRH;199207;228;0;60;807.4;96.3;10.4;11574;2.9;21.4;77.9
GRH;199208;206;0;54;807.8;145.8;12.4;11998;-0.6;22.7;69.1
GRH;199209;139;2;58;807.3;165.2;7.0;8042;-3.4;16.6;74.8
GRH;199210;81;21;79;795.2;134.8;0.8;3671;-8.1;9.8;82.3
GRH;199211;58;92;63;803.1;278.4;0.6;3654;-9.9;10.5;74.5
GRH;199212;47;167;43;800.7;137.9;-2.9;4267;-9.8;4.2;62.5
GRH;199301;64;165;39;807.3;119.9;-2.7;5390;-17.2;5.7;66.3
GRH;199302;113;193;35;805.2;113.9;-4.8;7653;-21.2;7.2;58.3
GRH;199303;154;191;59;801.5;95.8;-4.0;8845;-15.5;8.4;72.7
GRH;199304;184;218;75;798.1;225.8;-0.2;4308;-11.1;8.4;79.2
GRH;199305;217;72;68;801.8;92.0;5.3;7238;-3.6;16.8;73.5
GRH;199306;203;0;70;805.4;192.4;7.9;8316;-0.6;18.6;80.6
GRH;199307;197;3;69;806.7;181.2;8.1;8287;-2.2;20.2;82.0
GRH;199308;195;0;55;807.9;102.6;10.4;10971;-0.4;19.3;76.4
GRH;199309;114;3;70;801.2;286.2;5.2;5499;-2.7;17.3;81.3
GRH;199310;77;12;63;799.9;270.2;2.3;4405;-7.0;9.8;72.7
GRH;199311;62;15;40;799.9;84.3;-2.8;4915;-12.8;6.7;68.2
GRH;199312;44;71;73;796.8;250.2;-4.0;2252;-15.4;6.9;78.0
GRH;199401;57;234;66;798.2;341.5;-4.9;3200;-14.5;1.6;75.9
GRH;199402;100;219;64;796.2;89.5;-5.8;4317;-16.2;4.3;70.7
GRH;199403;156;208;65;804.3;159.7;-0.1;7446;-9.3;7.8;76.1
GRH;199404;200;240;78;795.9;257.5;-2.1;4191;-10.9;10.6;81.1
GRH;199405;197;125;73;800.9;264.5;4.5;6290;-3.2;13.2;78.9
GRH;199406;233;2;69;807.2;139.4;7.6;10262;-3.1;19.5;76.1
GRH;199407;248;0;51;808.5;83.2;12.4;13016;4.6;23.1;70.3
GRH;199408;186;0;59;806.8;161.8;11.2;9975;3.1;21.6;74.6
GRH;199409;111;3;71;803.5;176.1;6.2;4819;-3.9;17.4;81.1
GRH;199410;102;1;50;802.9;75.1;3.5;7288;-5.8;14.7;67.9
GRH;199411;53;5;65;805.3;131.5;2.5;3697;-3.7;8.9;70.6
GRH;199412;47;31;53;803.4;127.8;-2.3;3686;-14.8;8.8;65.7
GRH;199501;56;162;69;798.2;509.0;-7.0;3061;-20.7;1.8;71.9
GRH;199502;102;259;63;799.8;235.1;-3.0;5002;-13.3;3.4;75.0
GRH;199503;165;371;60;797.1;446.2;-5.6;6991;-15.5;6.8;72.6
GRH;199504;196;379;75;800.1;254.6;-0.7;5744;-8.7;9.8;82.1
GRH;199505;240;305;61;802.1;216.8;3.3;8939;-7.3;14.5;73.7
GRH;199506;228;158;70;803.4;145.0;5.1;8292;-2.9;18.6;83.1
GRH;199507;248;1;56;807.2;76.0;12.0;13424;4.6;24.1;73.3
GRH;199508;165;4;74;805.8;221.1;8.5;7401;-2.1;21.2;82.5
GRH;199509;119;4;80;801.3;227.3;3.7;4790;-4.0;12.1;83.3
GRH;199510;115;0;30;809.4;2.0;7.3;9947;-0.9;17.1;58.9
GRH;199511;60;25;63;801.0;159.7;-2.3;3634;-14.6;8.5;72.2
GRH;199512;46;51;65;796.5;159.3;-4.5;2520;-16.7;3.6;71.2
GRH;199601;61;86;41;796.7;11.6;-2.6;4655;-8.4;2.3;58.5
GRH;199602;102;111;66;793.0;154.3;-8.3;4577;-18.8;0.1;70.9
GRH;199603;173;148;51;796.1;134.8;-5.2;8917;-17.3;7.6;68.4
GRH;199604;204;143;68;800.0;83.4;0.1;7418;-11.8;10.4;73.3
GRH;199605;203;68;70;800.0;307.2;3.5;6478;-4.7;18.2;79.7
GRH;199606;244;0;59;807.6;53.1;8.4;11364;-2.3;19.9;74.2
GRH;199607;232;1;61;806.7;188.2;8.6;11445;-1.3;20.4;80.0
GRH;199608;175;0;70;805.3;145.7;8.3;7460;1.8;19.4;84.6
GRH;199609;150;2;64;801.0;100.5;3.5;7482;-3.1;16.7;81.5
GRH;199610;83;9;69;803.8;205.7;2.5;5123;-4.6;11.4;76.7
GRH;199611;55;59;74;796.9;467.5;-2.3;2902;-13.1;12.1;79.1
GRH;199612;52;189;60;794.9;72.3;-3.9;3603;-18.5;3.1;67.8
GRH;199701;67;177;44;801.7;12.9;-2.7;4613;-10.7;5.0;55.9
GRH;199702;111;174;45;805.2;200.1;-2.9;6613;-12.0;5.1;60.1
GRH;199703;177;181;51;806.2;198.4;-1.0;8362;-10.0;10.4;69.7
GRH;199704;237;199;58;801.1;193.3;-1.7;10313;-12.7;6.9;70.8
GRH;199705;233;135;66;802.7;121.6;4.6;8166;-7.7;14.0;72.1
GRH;199706;195;0;78;800.9;173.4;7.0;5962;-0.5;17.9;80.8
GRH;199707;196;0;70;806.6;243.2;8.0;8756;-0.2;19.3;82.6
GRH;199708;205;0;55;807.8;139.6;11.1;11320;-0.2;21.0;75.8
GRH;199709;191;0;31;809.1;32.5;9.7;13671;-0.3;19.7;65.9
GRH;199710;103;5;53;802.8;157.0;3.9;7153;-6.7;18.1;68.8
GRH;199711;61;16;50;795.7;74.5;-0.4;3754;-8.2;9.7;66.9
GRH;199712;47;83;65;797.1;266.5;-4.4;2357;-13.1;4.0;74.8
GRH;199801;69;147;42;800.3;174.7;-4.5;5311;-15.5;6.0;62.4
GRH;199802;125;147;22;807.6;33.0;-0.9;9353;-11.0;8.6;51.0
GRH;199803;165;157;68;803.6;163.3;-3.3;6734;-15.3;9.1;76.1
GRH;199804;193;183;77;793.1;172.0;-1.1;4780;-13.5;9.9;80.4
GRH;199805;254;71;59;802.5;69.6;5.0;10930;-3.7;17.0;73.2
GRH;199806;249;3;66;806.3;158.1;8.2;10461;-3.6;20.8;77.5
GRH;199807;210;0;66;805.3;124.6;10.1;8727;0.0;22.1;79.7
GRH;199808;210;0;57;807.8;130.5;10.7;11285;-0.4;22.1;74.4
GRH;199809;124;5;74;801.7;256.8;6.1;5720;-3.4;17.9;78.7
GRH;199810;78;7;81;801.9;204.8;2.1;3323;-5.1;13.5;80.3
GRH;199811;67;70;62;799.2;174.0;-5.1;3834;-17.8;6.2;74.8
GRH;199812;51;127;52;802.8;67.5;-4.2;3533;-15.5;6.9;68.4
GRH;199901;63;177;53;799.7;318.8;-4.3;4168;-19.0;8.7;70.1
GRH;199902;91;358;74;796.5;544.7;-7.8;3689;-22.1;3.7;84.1
GRH;199903;177;446;55;797.0;61.9;-3.1;8302;-14.1;6.9;73.6
GRH;199904;202;449;70;799.1;204.9;-1.0;4261;-9.6;7.4;81.0
GRH;199905;229;302;65;804.1;159.6;5.8;8611;-0.4;17.1;76.9
GRH;199906;214;62;71;805.8;141.7;6.4;7432;-2.2;17.2;81.8
GRH;199907;228;0;66;806.4;89.9;10.1;10133;1.6;21.5;78.1
GRH;199908;180;0;72;804.9;81.1;10.2;7955;3.6;22.9;79.6
GRH;199909;149;0;61;803.9;107.8;9.0;8479;0.0;17.9;73.2
GRH;199910;103;4;52;804.0;82.1;4.2;7329;-4.7;14.8;71.8
GRH;199911;61;50;57;802.0;200.8;-2.9;3793;-14.1;9.8;71.2
GRH;199912;46;129;69;797.0;366.4;-5.2;2334;-16.3;4.6;72.0
GRH;200001;68;205;39;803.9;182.1;-5.7;5340;-17.7;2.5;60.4
GRH;200002;106;299;67;804.4;319.9;-4.2;4741;-13.5;4.3;77.1
GRH;200003;161;429;72;801.9;263.8;-2.9;5998;-11.9;4.8;77.1
GRH;200004;191;425;75;795.7;115.7;0.3;4237;-8.6;9.5;73.9
GRH;200005;226;225;68;804.2;83.0;5.8;8605;-2.9;14.9;76.0
GRH;200006;234;17;60;808.7;86.2;9.3;10258;-0.8;20.0;75.2
GRH;200007;204;0;70;803.3;201.2;7.4;8193;-1.2;18.3;83.4
GRH;200008;200;0;54;808.5;115.7;11.1;11177;4.4;22.4;73.5
GRH;200009;146;1;56;804.4;166.7;7.7;9044;-0.7;17.9;74.7
GRH;200010;78;0;70;802.5;152.2;3.6;4884;-4.4;12.6;78.3
GRH;200011;54;58;67;795.6;189.9;-1.7;2241;-8.6;8.7;77.0
GRH;200012;51;94;60;797.7;69.5;-2.0;3137;-15.6;6.9;66.1
GRH;200101;60;149;62;796.2;69.3;-5.0;3215;-14.0;3.3;68.3
GRH;200102;109;212;61;799.9;151.5;-4.9;5594;-16.4;5.8;70.6
GRH;200103;146;261;83;793.7;209.8;-1.2;3233;-12.9;10.3;82.8
GRH;200104;202;302;84;797.5;293.7;-2.2;3162;-9.7;7.6;83.5
GRH;200105;244;163;65;803.7;56.0;6.2;9566;-2.1;17.9;74.2
GRH;200106;233;4;61;805.3;238.1;6.5;10265;-4.4;21.7;78.3
GRH;200107;214;0;60;806.0;106.6;9.9;9860;1.0;19.6;78.0
GRH;200108;202;0;51;807.9;147.7;11.4;11566;2.5;21.2;74.0
GRH;200109;121;7;80;801.8;255.8;3.1;4951;-3.5;14.8;85.3
GRH;200110;111;0;42;807.7;66.0;7.5;9211;-1.8;19.1;64.8
GRH;200111;63;28;58;802.5;284.8;-1.8;4408;-11.8;10.6;74.4
GRH;200112;53;104;47;800.6;146.4;-6.3;4285;-19.3;5.2;63.9
GRH;200201;70;142;33;806.4;24.9;-3.5;6378;-15.2;6.7;51.9
GRH;200202;96;177;73;800.3;182.4;-3.0;3272;-14.6;5.5;79.7
GRH;200203;175;241;56;801.5;193.9;-1.3;9353;-11.8;6.5;67.7
GRH;200204;217;203;68;798.7;85.8;-0.1;7263;-8.3;9.8;75.6
GRH;200205;223;117;70;801.7;315.3;3.7;7258;-5.3;14.4;78.1
GRH;200206;250;1;58;806.8;153.1;10.2;11529;1.2;22.9;71.3
GRH;200207;197;0;68;805.3;194.5;9.5;8468;1.4;18.8;81.8
GRH;200208;168;0;70;804.9;159.2;9.0;7625;-0.1;18.1;82.3
GRH;200209;135;8;74;804.2;169.5;5.1;6103;-5.8;14.5;83.5
GRH;200210;95;5;70;801.7;126.2;3.4;5587;-4.5;11.9;73.1
GRH;200211;46;89;81;796.6;416.8;-0.6;1609;-8.3;11.0;84.7
GRH;200212;52;161;63;798.7;159.2;-2.7;2948;-9.6;5.5;76.1
GRH;200301;64;242;60;796.3;244.5;-6.8;3600;-20.9;3.8;76.6
GRH;200302;132;368;30;798.7;168.6;-8.5;9277;-21.3;0.7;58.0
GRH;200303;204;327;46;805.0;49.4;-1.4;13110;-10.0;7.5;60.9
GRH;200304;229;284;59;800.0;114.1;-0.6;9356;-13.9;9.6;74.8
GRH;200305;227;103;67;805.7;126.9;5.7;8478;-4.7;16.1;73.9
GRH;200306;278;0;48;808.3;50.4;13.0;13858;5.7;22.9;67.5
GRH;200307;235;0;57;807.4;123.2;10.9;11703;2.2;22.2;76.9
GRH;200308;227;0;41;809.6;59.7;13.7;13570;0.8;25.4;63.5
GRH;200309;158;0;54;807.7;69.4;7.3;9917;-0.1;19.1;70.0
GRH;200310;102;12;55;798.4;240.4;1.1;7472;-10.3;13.7;69.9
GRH;200311;68;62;56;802.2;108.2;0.9;4383;-6.5;8.8;68.1
GRH;200312;49;80;54;800.9;183.0;-3.2;3554;-15.1;6.0;66.8
GRH;200401;61;212;80;793.7;380.5;-6.5;2691;-18.3;3.4;81.6
GRH;200402;108;332;55;800.4;120.4;-4.9;5978;-16.9;5.8;63.6
GRH;200403;177;318;59;801.4;119.6;-4.0;8287;-16.6;9.6;72.4
GRH;200404;213;310;70;797.8;124.2;-0.6;6462;-11.2;8.9;75.9
GRH;200405;260;259;65;800.6;153.8;3.0;10028;-7.7;16.6;73.2
GRH;200406;232;68;69;806.5;164.7;8.5;9496;-0.4;20.9;73.7
GRH;200407;205;0;66;807.0;87.2;10.1;8831;0.1;21.3;74.4
GRH;200408;172;0;69;805.4;141.9;10.3;8044;2.1;19.4;76.6
GRH;200409;159;3;59;808.2;125.9;7.8;9959;-2.2;19.2;78.0
GRH;200410;92;1;65;801.3;101.8;5.4;5370;-3.9;16.3;72.9
GRH;200411;51;13;68;802.2;116.1;-1.4;2779;-11.9;10.1;71.3
GRH;200412;51;33;41;800.9;86.6;-2.8;4517;-16.0;7.4;56.9
GRH;200501;61;111;56;802.6;260.9;-6.2;4266;-20.2;5.4;60.7
GRH;200502;113;227;59;795.2;243.5;-9.8;5993;-21.1;1.6;62.9
GRH;200503;182;230;55;799.1;61.8;-2.8;10321;-18.4;9.3;63.6
GRH;200504;211;208;72;799.2;151.6;0.3;6809;-8.6;14.6;73.4
GRH;200505;238;158;64;804.1;178.8;5.1;10437;-3.6;20.9;74.0
GRH;200506;269;4;57;807.5;92.2;9.6;13219;-2.4;22.3;71.8
GRH;200507;188;0;74;806.3;105.8;9.7;7721;1.1;21.5;79.7
GRH;200508;170;0;71;805.8;287.0;8.1;8393;0.5;19.0;82.2
GRH;200509;143;0;61;806.5;56.4;7.5;7461;-1.7;19.6;81.0
GRH;200510;116;3;38;806.5;66.0;6.2;9358;-3.0;15.8;58.6
GRH;200511;65;9;64;800.2;56.0;-2.2;4754;-13.8;12.7;69.8
GRH;200512;51;64;65;797.2;171.8;-6.9;3437;-20.5;4.6;67.4
GRH;200601;68;137;44;801.8;90.8;-6.1;5300;-15.3;4.9;56.0
GRH;200602;105;199;66;794.7;93.1;-6.6;4646;-15.4;5.5;69.0
GRH;200603;166;279;70;793.9;166.2;-4.9;7186;-19.3;8.3;79.9
GRH;200604;213;263;69;799.5;134.1;-0.3;7943;-9.8;8.9;80.1
GRH;200605;212;138;77;804.0;193.8;4.1;7118;-5.6;13.0;78.8
GRH;200606;259;27;61;808.5;80.2;9.1;11329;-5.4;20.1;72.3
GRH;200607;275;0;48;810.5;54.6;13.6;15208;6.1;22.4;68.4
GRH;200608;142;1;81;802.5;203.4;6.0;5174;-1.3;15.3;88.4
GRH;200609;152;0;58;806.4;84.8;10.1;8686;3.6;19.9;71.2
GRH;200610;104;0;58;804.5;52.5;7.0;8192;-0.3;15.6;64.2
GRH;200611;63;5;54;805.0;96.6;1.0;4460;-10.1;11.0;69.1
GRH;200612;52;37;35;807.0;99.8;-1.1;5051;-11.2;7.3;56.5
GRH;200701;57;75;66;803.5;175.8;-2.5;3255;-17.6;7.1;75.7
GRH;200702;106;98;57;797.2;141.0;-1.9;5952;-8.6;7.2;66.8
GRH;200703;169;195;60;798.6;178.8;-2.8;7840;-12.5;6.0;74.7
GRH;200704;267;131;39;805.0;26.8;5.1;15140;-6.6;15.1;60.3
GRH;200705;197;15;72;801.0;320.2;5.3;7862;-5.7;18.5;75.6
GRH;200706;222;7;72;803.4;142.2;8.5;8473;-1.9;19.4;80.1
GRH;200707;209;0;66;805.8;172.8;9.4;9277;-0.4;20.6;78.9
GRH;200708;175;0;68;805.0;189.9;9.2;8330;-0.9;19.6;80.1
GRH;200709;165;2;64;805.9;109.3;5.3;9817;-3.2;15.6;79.8
GRH;200710;120;1;50;805.9;39.9;3.5;9214;-8.7;17.5;72.3
GRH;200711;61;59;61;801.0;246.5;-2.8;3888;-14.8;11.7;78.2
GRH;200712;54;140;43;803.5;209.6;-4.5;4218;-13.7;4.2;66.9
GRH;200801;62;168;60;803.5;128.6;-2.9;4076;-12.4;6.1;65.6
GRH;200802;123;191;38;807.1;52.6;-2.0;8788;-11.4;7.6;58.6
GRH;200803;156;237;83;792.6;227.3;-4.8;4825;-17.7;5.9;85.7
GRH;200804;198;295;79;796.1;249.9;-1.5;4990;-11.4;6.5;83.0
GRH;200805;222;188;65;802.1;57.0;5.3;8983;-5.2;12.6;71.9
GRH;200806;213;2;74;805.4;97.9;8.5;7709;-0.7;20.8;82.2
GRH;200807;225;0;67;806.1;125.1;9.6;10484;0.9;20.7;78.9
GRH;200808;204;0;67;805.7;193.8;10.1;11065;1.1;20.6;79.4
GRH;200809;134;0;73;804.0;181.1;5.5;6739;-2.9;18.3;80.4
GRH;200810;99;7;62;804.2;202.6;4.2;6619;-6.8;15.9;75.1
GRH;200811;59;44;70;798.8;197.8;-1.9;3140;-12.8;7.0;78.4
GRH;200812;46;109;71;799.1;103.0;-4.4;2642;-11.5;3.4;71.6
GRH;200901;69;139;44;795.3;40.9;-5.9;5752;-13.6;0.2;53.2
GRH;200902;98;250;81;795.3;275.8;-6.7;2565;-15.6;6.4;80.4
GRH;200903;164;370;78;797.6;387.3;-4.0;5788;-13.2;6.2;77.0
GRH;200904;214;319;68;800.4;90.8;1.8;6306;-5.1;8.1;70.7
GRH;200905;240;184;65;807.2;53.4;6.1;8939;-4.5;18.7;71.2
GRH;200906;222;5;77;804.9;94.1;7.4;8953;-1.1;19.1;81.6
GRH;200907;233;0;67;807.5;116.9;10.1;10311;0.1;19.2;76.6
GRH;200908;223;0;56;809.6;91.1;12.0;12720;4.0;21.4;72.1
GRH;200909;174;0;60;808.3;61.3;8.2;10309;-0.3;17.8;75.0
GRH;200910;105;7;64;804.1;126.6;3.0;6914;-9.3;17.4;71.9
GRH;200911;58;18;68;799.1;175.6;0.5;3419;-6.9;10.0;71.8
GRH;200912;47;110;70;792.0;131.5;-5.9;2416;-19.4;3.6;70.4
GRH;201001;64;151;62;793.7;99.3;-7.5;4177;-17.5;1.5;62.9
